Country,Country_Code,Year,total_pop,pop_dens_sq_km,urban_pop_perc,rural_pop_perc,elect_access_pop,ren_energy_cons_perc,clean_fuel_tech_cook_pop,co2_emiss_excl_lulucf,Gini coefficient (2021 prices),perceptions of criminality,homicide rate,police rate,incarceration rate,Access to small arms,intensity of internal conflict,violent demonstrations,Violent crime,Political instability,Political Terror Scale,weapons imports,terrorism impact,deaths from internal conflict,internal conflicts fought,military expenditure (% gdp),armed services personnel rate,un peacekeeping funding,nuclear and heavy weapons,weapons exports,refugees and idps,Neighbouring countries relations,external conflicts fought,deaths From external conflict,overall score,internal peace,external peace,safety and security,ongoing conflict,militarisation,"Agriculture, forestry, and fishing, value added (% of GDP)",Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Access to electricity (% of population),Adjusted savings: energy depletion (% of GNI),Adjusted savings: carbon dioxide damage (% of GNI),Access to clean fuels and technologies for cooking (% of population),"Agriculture, forestry, and fishing, value added (annual % growth)",gdp
Ireland,IRL,2011,4580084.0,66.484018,61.742,38.258,100.0,7.0,100.0,36.9397,0.32872188,2.45,1.584,2.604,1.746,2.0,2.0,1.0,2.0,1.5,1.0,1.227,1.495,1.0,1.0,1.277,1.367,1.371,1.005,2.281,1.0,1.0,1.375,1.0,1.463,1.614,1.238,1.61,1.236,1.549,1.203007032,0.081504286,0.0,100.0,0.012352807,0.562360501,100.0,17.2046957,241337364609.738
Ireland,IRL,2012,4599533.0,66.76633764,61.942,38.058,100.0,6.9,100.0,37.4219,0.33220014,2.4,1.592,2.577,1.746,2.0,2.0,1.0,2.0,1.0,1.0,1.187,1.495,1.0,1.0,1.263,1.367,1.256,1.005,1.997,1.0,1.0,1.5,1.0,1.423,1.566,1.209,1.545,1.247,1.479,0.984770378,0.040024515,0.0,100.0,0.012852793,0.632183849,100.0,-18.26634425,227270922957.327
Ireland,IRL,2013,4623816.0,67.11882712,62.141,37.859,100.0,7.7,100.0,36.1502,0.33485678,2.3,1.458,2.517,1.746,2.0,2.0,1.0,2.0,1.0,1.0,1.108,1.403,1.0,1.0,1.239,1.299,1.207,1.005,1.951,1.0,1.0,1.5,1.0,1.4,1.537,1.194,1.51,1.247,1.446,1.068345947,0.014218286,0.0,100.0,0.009573833,0.572934366,100.0,2.040360501,243301556084.989
Ireland,IRL,2014,4657740.0,67.61126433,62.34,37.66,100.0,8.8,100.0,35.9674,0.31874454,2.35,1.554,2.459,1.667,2.0,2.0,1.0,2.0,1.0,1.0,1.012,1.346,1.0,1.0,1.234,1.296,1.025,1.005,1.94,1.0,1.0,1.5,1.0,1.392,1.533,1.18,1.51,1.247,1.41,1.215970497,0.015339237,0.0,100.0,0.00618932,0.545709094,100.0,26.67306213,266787238499.03
Ireland,IRL,2015,4701957.0,68.25311366,62.538,37.462,100.0,9.5,100.0,37.4781,0.3182037,2.15,1.508,2.416,1.667,2.0,2.0,2.25,2.0,1.0,1.0,1.131,1.468,1.0,1.0,1.215,1.305,1.0,1.005,1.816,1.0,1.0,1.5,1.0,1.427,1.603,1.164,1.6,1.247,1.398,0.86786144,0.003254468,0.0,100.0,0.00267427,0.573744619,100.0,5.655606424,302391428540.035
Ireland,IRL,2016,4755335.0,69.0279431,62.737,37.263,100.0,8.6,100.0,39.3894,0.32807145,2.15,1.504,2.374,1.619,2.0,2.0,2.5,2.0,1.0,1.0,1.244,1.286,1.0,1.0,1.158,1.294,1.0,1.005,1.647,1.0,1.0,1.625,1.0,1.427,1.61,1.152,1.603,1.259,1.373,0.925027049,0.058951008,0.0,100.0,0.047246341,0.571551487,100.0,9.901818924,305733136180.907
Ireland,IRL,2017,4807388.0,69.78353898,62.947,37.053,100.0,10.1,100.0,38.1792,0.31358722,2.2,1.287,2.361,1.619,2.0,2.0,2.25,2.0,1.0,1.0,1.366,1.28,1.0,1.0,1.158,1.291,1.0,1.004,1.634,1.0,1.0,1.5,1.0,1.406,1.583,1.14,1.559,1.247,1.385,1.119246635,0.11716584,0.0,100.0,0.068910212,0.528448323,100.0,9.627116645,348532394023.595
Ireland,IRL,2018,4867316.0,70.65344753,63.17,36.83,100.0,10.8,100.0,37.8977,0.30602926,2.15,1.347,2.346,1.635,2.0,2.0,1.0,2.0,1.0,1.0,1.368,1.156,1.0,1.0,1.143,1.288,1.0,1.005,1.401,1.0,1.0,1.375,1.0,1.342,1.501,1.104,1.444,1.236,1.342,0.83052746,0.132249348,0.0,100.0,0.095475208,0.493243403,100.0,-13.97109844,395461216460.418
Ireland,IRL,2019,4934340.0,71.62636087,63.405,36.595,100.0,12.3,100.0,36.2568,0.3025755,2.05,1.385,2.33,1.635,2.0,2.0,1.25,2.0,1.0,1.0,1.377,1.08,1.0,1.0,1.134,1.296,1.0,1.005,1.173,1.0,1.0,1.25,1.0,1.334,1.51,1.069,1.456,1.224,1.303,0.883336919,0.063985692,0.0,100.0,0.049877632,0.470021801,100.0,28.48847219,407124824064.995
Ireland,IRL,2020,4985382.0,72.36728117,63.653,36.347,100.0,13.7,100.0,34.1987,0.2922815,2.1,1.38,2.713,1.587,2.0,2.0,2.5,2.0,1.0,1.0,1.359,1.185,1.0,1.0,1.129,1.266,1.0,1.005,1.055,1.0,1.0,1.125,1.0,1.387,1.616,1.044,1.606,1.213,1.276,0.939558041,0.030764671,0.0,100.0,0.018320044,0.464209864,100.0,0.455159986,436555518400.451
Israel,ISR,2008,7308800.0,337.7449168,91.702,8.298,100.0,8.9,100.0,67.8895,0.4164268,2.55,2.059,3.033,3.417,3.0,3.0,1.75,2.0,2.625,4.0,5.0,2.891,2.001,1.263,4.035,5.0,1.374,5.0,5.0,1.007,4.0,1.0,1.08,2.782,2.691,2.918,2.494,2.251,4.107,1.809437958,0.200440025,0.0,100.0,0.085349033,0.827640963,100.0,-0.833787571,220552442865.106
Israel,ISR,2009,7485600.0,345.9149723,91.763,8.237,100.0,8.5,100.0,67.1192,0.4263395,2.25,1.97,3.049,3.417,3.0,3.0,1.75,2.0,2.25,4.0,5.0,2.891,2.004,1.526,4.035,5.0,1.374,5.0,5.0,1.007,4.0,1.0,1.24,2.768,2.649,2.946,2.414,2.311,4.107,2.141396613,0.133051054,0.0,100.0,0.05041616,0.876876963,100.0,17.74142217,212453641380.363
Israel,ISR,2010,7623600.0,352.2920518,91.826,8.174,100.0,8.6,100.0,72.0337,0.42559466,2.35,1.847,2.927,3.142,3.0,3.0,1.75,2.0,2.0,5.0,5.0,2.891,1.32,1.737,3.901,5.0,1.374,5.0,5.0,1.006,4.0,1.0,1.28,2.751,2.622,2.944,2.462,2.203,4.091,1.829758764,0.070674492,0.0,100.0,0.034703768,0.861171179,100.0,-9.546976102,238912622309.59
Israel,ISR,2011,7765800.0,358.8632163,91.892,8.108,100.0,9.1,100.0,71.2182,0.41444165,2.9,1.999,2.936,3.142,3.0,3.0,1.75,2.0,2.0,5.0,5.0,2.891,1.08,1.789,3.657,5.0,1.223,5.0,5.0,1.006,4.0,1.0,1.16,2.747,2.648,2.895,2.529,2.136,4.045,1.850001715,0.126104492,0.0,100.0,0.066366471,0.791064247,100.0,9.273279921,267406179630.431
Israel,ISR,2012,7910500.0,365.5499076,91.96,8.04,100.0,2.9,100.0,77.6618,0.41302204,2.9,2.011,2.889,3.087,3.0,3.0,1.75,2.0,2.25,4.0,4.412,2.891,1.48,1.842,3.519,5.0,1.208,5.0,5.0,1.006,4.0,1.0,1.0,2.702,2.6,2.856,2.433,2.19,3.958,1.49262995,0.130051478,0.0,100.0,0.026394418,0.924355771,100.0,-6.360007631,262917911696.944
Israel,ISR,2013,8059500.0,372.435305,92.031,7.969,100.0,3.3,100.0,68.3562,0.39870527,2.8,1.984,2.816,3.087,3.0,3.0,2.0,2.0,2.125,4.0,3.073,2.933,1.04,1.789,3.442,5.0,1.102,5.0,5.0,1.006,4.0,1.0,1.04,2.633,2.488,2.85,2.425,2.104,3.778,1.521428077,0.15049856,0.0,100.0,0.098793598,0.742258563,100.0,0.659160089,297634145181.876
Israel,ISR,2014,8215700.0,379.6534196,92.104,7.896,100.0,3.7,100.0,66.0166,0.3975749,2.45,1.841,2.783,3.094,3.0,3.0,2.0,2.0,2.0,4.0,2.108,2.75,1.0,1.526,3.433,5.0,1.162,5.0,5.0,1.004,4.0,1.0,1.0,2.564,2.375,2.846,2.349,2.061,3.671,1.387833351,0.144510926,0.0,100.0,0.111807593,0.697443201,100.0,-5.942841059,314090281098.682
Israel,ISR,2015,8380100.0,387.2504621,92.179,7.821,100.0,3.7,100.0,68.0736,0.3971953,2.05,1.82,2.75,3.094,3.0,3.0,2.75,2.0,2.0,4.0,2.764,2.662,2.026,1.579,3.49,4.397,1.091,5.0,5.0,1.004,4.0,1.0,2.028,2.711,2.528,2.984,2.369,2.48,3.676,1.420556356,0.142637292,0.0,100.0,0.097696726,0.764483068,100.0,-6.032966014,302722655203.465
Israel,ISR,2016,8546000.0,394.9168207,92.256,7.744,100.0,4.0,100.0,67.6626,0.39013016,2.55,1.684,2.718,3.008,3.0,3.0,3.0,2.0,1.875,4.0,3.781,2.816,1.12,1.737,3.452,4.331,1.0,5.0,5.0,1.003,4.0,1.0,1.0,2.62,2.509,2.788,2.403,2.107,3.772,1.451446692,0.132239295,0.0,100.0,0.083826827,0.731023768,100.0,6.671785998,320958936788.842
Israel,ISR,2017,8713300.0,402.6478743,92.336,7.664,100.0,3.9,100.0,67.9277,0.38202065,2.5,1.683,2.684,3.008,3.0,3.0,1.75,2.0,2.0,4.0,4.63,2.765,1.0,1.684,3.419,4.267,1.005,5.0,5.0,1.002,4.0,1.0,1.0,2.584,2.453,2.782,2.297,2.077,3.861,1.433323616,0.079092328,0.0,100.0,0.058707327,0.688706482,100.0,2.593901554,357227098125.658
Israel,ISR,2018,8882800.0,410.4805915,92.418,7.582,100.0,3.8,100.0,63.5495,0.38577175,2.15,1.634,2.652,2.857,3.0,3.0,2.5,2.0,3.0,3.5,5.0,2.7,1.84,1.684,3.075,4.208,1.003,5.0,5.0,1.002,4.0,1.0,1.0,2.665,2.606,2.753,2.365,2.246,3.857,1.389330716,0.124775928,0.0,100.0,0.099735476,0.63574029,100.0,-3.605513709,375149611117.199
Israel,ISR,2019,9054000.0,418.3918669,92.501,7.499,100.0,4.5,100.0,64.7752,0.3828222,2.2,1.736,2.622,2.857,3.0,3.0,1.75,2.0,3.0,3.5,5.0,2.729,1.08,1.895,3.065,4.027,1.002,5.0,5.0,1.002,4.0,1.0,1.12,2.605,2.501,2.761,2.315,2.139,3.835,1.346439408,0.074235099,0.0,100.0,0.074235099,0.638346067,100.0,0.429796302,399651065197.871
Israel,ISR,2020,9215100.0,425.836414,92.587,7.413,100.0,5.6,100.0,60.1979,0.37773558,1.95,1.682,2.594,2.857,3.0,3.0,2.0,2.0,3.0,3.5,5.0,2.696,1.12,1.842,3.003,3.975,1.0,5.0,5.0,1.002,4.0,1.5,1.08,2.611,2.495,2.786,2.304,2.179,3.821,1.366566065,0.134324234,0.0,100.0,0.134324234,0.600052548,100.0,-3.957954502,411728563086.632
Italy,ITA,2008,58826731.0,198.9284758,68.092,31.908,100.0,10.8,100.0,464.7125,0.33767787,2.95,1.532,3.76,1.77,3.0,1.0,2.0,3.0,1.0,1.0,1.474,1.959,1.0,1.0,1.688,1.493,1.222,2.581,2.236,1.0,1.0,1.8,1.0,1.67,1.808,1.463,1.926,1.073,2.071,1.873008936,0.116904614,0.0,100.0,0.116729357,0.500379198,100.0,2.105056989,2417508414187.19
Italy,ITA,2009,59095365.0,199.8368885,68.209,31.791,100.0,12.5,100.0,413.4588,0.33833045,2.95,1.534,2.908,1.77,3.0,1.0,2.0,3.0,1.25,2.0,1.373,1.959,1.0,1.0,1.688,1.486,1.222,2.58,2.261,1.0,1.0,1.875,1.0,1.702,1.855,1.471,1.998,1.08,2.062,1.802081779,0.062662625,0.0,100.0,0.062411163,0.498775359,100.0,-1.018088536,2209484319012.65
Italy,ITA,2010,59277417.0,200.4525156,68.327,31.673,100.0,12.8,100.0,423.0356,0.34716856,2.55,1.516,2.889,1.889,3.0,1.0,2.0,3.0,1.0,2.0,1.288,1.959,1.0,1.0,1.707,1.486,1.222,2.578,2.367,1.0,1.0,1.9,1.0,1.68,1.81,1.485,1.94,1.083,2.073,1.769281731,0.07564514,0.0,100.0,0.07529394,0.543349824,100.0,0.247884163,2144936254535.0
Italy,ITA,2011,59379449.0,200.797547,68.444,31.556,100.0,11.9,100.0,414.2935,0.35053095,2.7,1.492,3.451,1.889,3.0,1.0,2.0,3.0,1.25,2.5,1.276,1.959,1.0,1.0,1.698,1.466,1.381,2.577,2.249,1.0,1.0,1.8,1.0,1.739,1.916,1.474,2.088,1.073,2.066,1.849100939,0.117937374,0.0,100.0,0.117461666,0.516891323,100.0,0.774706203,2306974020278.21
Italy,ITA,2012,59539717.0,201.3395093,68.684,31.316,100.0,14.4,100.0,394.019,0.35151574,3.15,1.44,3.296,1.873,3.0,1.0,2.0,3.0,1.25,2.0,1.253,1.959,1.0,1.0,1.698,1.463,1.668,2.575,2.439,1.0,1.0,1.625,1.0,1.731,1.886,1.499,2.048,1.057,2.13,1.908869412,0.128314251,0.0,100.0,0.128314251,0.56158142,100.0,-3.964291032,2097929495121.68
Italy,ITA,2013,60233948.0,203.6871208,68.979,31.021,100.0,16.3,100.0,361.3839,0.34905812,2.55,1.457,3.306,1.873,3.0,1.0,2.0,3.0,1.75,2.0,1.189,1.823,1.0,1.0,1.674,1.451,1.619,2.573,2.477,1.0,1.0,1.625,1.0,1.729,1.884,1.497,2.049,1.057,2.119,2.057793666,0.116142862,0.0,100.0,0.116142862,0.523776513,100.0,1.267060598,2153225581941.46
Italy,ITA,2014,60789140.0,205.5645581,69.272,30.728,100.0,17.1,100.0,342.9496,0.346525,2.75,1.438,3.286,1.698,3.0,1.0,2.75,3.0,1.75,1.5,1.168,1.588,1.0,1.0,1.707,1.439,1.229,2.572,2.679,1.0,1.0,1.625,1.0,1.723,1.877,1.493,2.041,1.057,2.108,1.908482131,0.099850931,0.0,100.0,0.099850931,0.509998232,100.0,-2.132351209,2173255507985.84
Italy,ITA,2015,60730582.0,205.3665384,69.565,30.435,100.0,16.6,100.0,353.6594,0.35390204,2.95,1.414,3.279,1.698,3.0,1.0,3.0,3.0,1.75,2.0,1.176,1.368,1.0,1.0,1.684,1.441,1.026,2.571,2.757,1.0,1.0,1.675,1.0,1.757,1.936,1.489,2.123,1.062,2.096,1.991525528,0.056666883,0.0,100.0,0.056666883,0.644118843,100.0,4.729731762,1845428048839.1
Italy,ITA,2016,60627498.0,205.0179495,69.855,30.145,100.0,16.1,100.0,348.9828,0.3523976,3.0,1.392,3.279,1.714,3.0,1.0,2.5,3.0,1.75,2.0,1.208,1.39,1.0,1.0,1.645,1.438,1.0,2.593,2.799,1.0,1.0,1.725,1.0,1.743,1.909,1.495,2.083,1.067,2.103,1.849152483,0.027146773,0.0,100.0,0.027146773,0.63590995,100.0,-0.328017647,1887111188176.93
Italy,ITA,2017,60536709.0,204.7109374,70.144,29.856,100.0,16.4,100.0,345.3645,0.35922337,3.05,1.387,3.256,1.714,3.0,1.0,2.5,3.0,2.0,1.5,1.31,1.529,1.0,1.0,1.655,1.439,1.0,2.631,2.645,1.0,1.0,1.7,1.0,1.732,1.9,1.481,2.064,1.064,2.096,1.893432648,0.040472193,0.0,100.0,0.040472193,0.624378479,100.0,-3.998443849,1970720904584.71
Italy,ITA,2018,60421760.0,204.3222259,70.438,29.562,100.0,17.1,100.0,340.336,0.35217443,3.05,1.334,3.271,1.794,3.0,1.0,3.0,3.0,2.0,2.0,1.43,1.642,1.0,1.0,1.645,1.439,1.0,2.498,2.607,1.0,1.0,1.625,1.0,1.773,1.985,1.456,2.175,1.057,2.079,1.857556126,0.068788015,0.0,100.0,0.068788015,0.601803753,100.0,2.92494034,2099435266458.67
Italy,ITA,2019,59729081.0,201.9805456,70.736,29.264,100.0,17.3,100.0,331.7847,0.34583676,2.7,1.312,3.274,1.794,3.0,1.0,2.75,3.0,1.875,1.5,1.478,1.968,1.0,1.0,1.655,1.431,1.595,2.528,2.45,1.0,1.0,1.6,1.0,1.738,1.908,1.483,2.066,1.055,2.133,1.818668799,0.05810619,0.005092879,100.0,0.053013311,0.637794272,100.0,-2.00799699,2019606796583.53
Italy,ITA,2020,59438851.0,200.9991005,71.039,28.961,100.0,18.7,100.0,295.1252,0.3524098,2.5,1.298,3.278,1.714,3.0,1.0,3.0,3.0,1.875,1.0,1.49,2.312,1.0,1.0,1.641,1.418,1.357,2.522,2.31,1.0,1.0,1.525,1.0,1.704,1.878,1.443,2.023,1.048,2.077,1.928016202,0.04517019,0.009771015,100.0,0.035399176,0.617271353,100.0,-4.170610189,1907481094079.23
Japan,JPN,2008,128063000.0,351.3388203,89.103,10.897,100.0,4.4,100.0,1224.1373,0.34599212,2.6,1.242,1.995,1.476,1.0,1.0,1.25,1.0,1.0,1.0,1.24,1.424,1.0,1.0,1.43,1.298,1.998,3.758,1.008,1.0,3.0,1.05,1.0,1.464,1.258,1.773,1.346,1.407,1.719,1.054101767,0.008331035,0.0,100.0,0.007392017,0.592769288,100.0,7.640232114,5106679115127.3
Japan,JPN,2009,128047000.0,351.2949246,89.989,10.011,100.0,4.5,100.0,1160.5822,0.32979482,2.55,1.224,2.0,1.476,1.0,1.0,1.25,1.0,1.0,1.0,1.298,1.424,1.0,1.0,1.43,1.275,1.998,3.724,1.008,1.0,3.0,1.0,1.0,1.459,1.256,1.764,1.34,1.403,1.718,1.082316506,0.007183874,0.0,100.0,0.005795675,0.560749597,100.0,-7.622978432,5289493117993.89
Japan,JPN,2010,128070000.0,351.3580247,90.812,9.188,100.0,4.7,100.0,1220.1217,0.3149226,2.35,1.255,1.986,1.452,1.0,1.0,1.25,1.0,1.0,1.0,1.363,1.424,1.0,1.0,1.454,1.275,1.998,3.689,1.008,1.0,3.0,1.0,1.0,1.452,1.246,1.762,1.323,1.403,1.722,1.108281081,0.007732853,0.0,100.0,0.005729487,0.558990165,100.0,-5.179173886,5759071769013.11
Japan,JPN,2011,127833000.0,350.7078189,91.069,8.931,100.0,4.8,100.0,1272.5496,0.32975632,2.5,1.198,1.99,1.452,1.0,1.0,1.25,1.0,1.0,1.0,1.394,1.424,1.0,1.0,1.454,1.298,1.618,3.655,1.008,1.0,3.0,1.0,1.0,1.445,1.252,1.733,1.33,1.403,1.677,1.080271763,0.008968953,0.0,100.0,0.006366607,0.564314081,100.0,1.370324061,6233147172341.35
Japan,JPN,2012,127629000.0,350.1481481,91.148,8.852,100.0,4.7,100.0,1310.7079,0.32534882,2.45,1.182,1.993,1.421,1.0,1.0,1.25,1.0,1.0,1.5,1.377,1.424,1.0,1.0,1.459,1.298,1.387,3.62,1.008,1.0,3.0,1.0,1.0,1.458,1.287,1.713,1.38,1.403,1.643,1.122853962,0.008044758,0.0,100.0,0.006060573,0.604289845,100.0,-1.018197914,6272362996105.03
Japan,JPN,2013,127445000.0,349.6433471,91.226,8.774,100.0,5.0,100.0,1325.6359,0.31533545,2.05,1.172,1.997,1.421,1.0,1.0,1.5,1.0,1.0,1.0,1.343,1.259,1.0,1.0,1.454,1.298,1.103,3.586,1.0,1.0,3.0,1.0,1.0,1.412,1.227,1.688,1.297,1.403,1.597,1.06671783,0.007615665,0.0,100.0,0.006120493,0.757100107,100.0,-1.555786277,5212328181166.18
Japan,JPN,2014,127276000.0,349.1796982,91.304,8.696,100.0,5.6,100.0,1275.3314,0.31277955,2.3,1.168,2.003,1.381,1.0,1.0,1.0,1.0,1.0,1.5,1.274,1.0,1.0,1.0,1.468,1.295,1.181,3.551,1.0,1.0,3.0,1.0,1.0,1.419,1.237,1.691,1.315,1.403,1.593,0.9966057,0.009482783,0.0,100.0,0.008231723,0.806874968,100.0,-5.748730344,4896994405353.29
Japan,JPN,2015,127141000.0,348.8093278,91.381,8.619,100.0,6.2,100.0,1234.7191,0.3070093,2.35,1.145,2.006,1.381,1.0,1.0,2.25,1.0,1.0,1.0,1.201,1.0,1.0,1.0,1.459,1.295,1.648,3.519,1.0,1.0,3.0,1.0,1.0,1.451,1.272,1.72,1.369,1.403,1.633,1.03412007,0.009281607,0.0,100.0,0.008011943,0.887759373,100.0,-4.216017078,4444930651964.18
Japan,JPN,2016,127076000.0,348.6310014,91.457,8.543,100.0,6.4,100.0,1221.3967,0.31840593,2.35,1.155,2.008,1.349,1.0,1.0,2.25,1.0,1.0,1.5,1.167,1.169,1.0,1.0,1.459,1.295,1.333,3.512,1.0,1.0,3.0,1.0,1.0,1.47,1.319,1.697,1.436,1.403,1.591,1.124981308,0.006374067,0.0,100.0,0.005285436,0.809942416,100.0,-8.055500648,5003677627544.24
Japan,JPN,2017,126972000.0,348.345679,91.535,8.465,100.0,6.9,100.0,1205.9214,0.31792736,2.2,1.143,2.01,1.349,1.0,1.0,1.75,1.0,1.0,1.0,1.171,1.093,1.0,1.0,1.459,1.295,1.222,3.572,1.0,1.0,3.0,1.0,1.0,1.417,1.232,1.695,1.314,1.403,1.589,1.128440549,0.007448888,0.0,100.0,0.006302321,0.84535929,100.0,0.738901813,4930837369151.42
Japan,JPN,2018,126811000.0,347.9039781,91.616,8.384,100.0,7.3,100.0,1166.6375,0.32894954,2.1,1.143,2.011,1.317,1.0,1.0,2.0,1.0,1.0,1.0,1.194,1.049,1.0,1.0,1.459,1.296,1.622,3.638,1.0,1.0,3.0,1.0,1.0,1.435,1.238,1.731,1.322,1.403,1.65,1.044248236,0.009404886,0.0,100.0,0.008001495,0.836024386,100.0,-6.686717756,5040880939324.86
Japan,JPN,2019,126633000.0,347.4156379,91.698,8.302,100.0,7.8,100.0,1127.7446,0.32984936,2.05,1.12,2.011,1.317,1.0,1.0,1.5,1.0,1.0,1.0,1.24,1.024,1.0,1.0,1.468,1.296,1.24,3.676,1.001,1.0,3.0,1.0,1.0,1.405,1.203,1.709,1.269,1.403,1.619,1.038947445,0.03449788,0.0,100.0,0.006920667,0.828509587,100.0,4.350267206,5117993853016.51
Japan,JPN,2020,126261000.0,346.3950617,91.782,8.218,100.0,8.5,100.0,1062.869,0.32339275,2.15,1.132,2.013,1.294,1.0,1.0,1.5,1.0,1.0,1.0,1.314,1.549,1.0,1.0,1.483,1.296,1.16,3.688,1.001,1.0,3.0,1.0,1.0,1.422,1.234,1.705,1.309,1.403,1.622,1.066384259,0.028312516,0.0,100.0,0.004587006,0.817480495,100.0,-3.712560528,5055587093501.59
Kazakhstan,KAZ,2008,16426525.0,6.084574212,56.682,43.318,100.0,1.1,90.5,253.123,0.28496444,3.2,4.298,3.105,3.803,4.0,2.0,1.75,2.0,2.75,2.5,1.189,2.382,1.0,1.0,1.473,1.571,1.98,1.531,1.02,1.011,3.0,1.375,1.0,2.129,2.491,1.587,2.664,1.638,1.887,5.315803247,13.4552378,0.0,100.0,12.1693303,5.694528011,90.5,-6.200000015,133441648851.982
Kazakhstan,KAZ,2009,16619846.0,6.156182539,56.755,43.245,100.0,1.3,91.2,225.3866,0.28208867,3.25,4.286,3.13,3.803,4.0,2.0,1.75,2.0,2.875,2.5,1.21,2.382,1.0,1.0,1.473,1.472,1.98,1.48,1.02,1.01,3.0,1.5,1.0,2.137,2.506,1.585,2.684,1.65,1.869,6.146884987,9.430318154,0.0,100.0,8.264362393,5.733601614,91.2,13.2,115308686941.38
Kazakhstan,KAZ,2010,16836810.0,6.236548505,56.827,43.173,100.0,1.4,91.6,241.989,0.27954513,3.05,4.1,2.256,4.111,4.0,2.0,1.75,2.0,3.25,2.5,1.203,2.382,1.0,1.0,1.554,1.472,1.98,1.428,1.01,1.007,3.0,1.625,1.0,2.121,2.473,1.593,2.638,1.661,1.867,4.51052753,10.19781768,0.0,100.0,8.047153169,5.101681081,91.6,-11.59999999,148047348240.643
Kazakhstan,KAZ,2011,17066002.0,6.321443864,56.9,43.1,99.8,1.4,92.1,258.3271,0.27983844,2.95,4.066,2.242,4.111,4.0,2.0,1.75,2.0,3.25,2.5,1.213,2.382,1.0,1.0,1.363,1.449,1.368,1.377,1.01,1.007,3.0,1.5,1.0,2.086,2.464,1.519,2.624,1.65,1.762,4.988974156,12.56707368,0.0,99.8,10.36107964,4.440389977,92.1,26.49999999,192626464617.071
Kazakhstan,KAZ,2012,17306106.0,6.410381153,56.973,43.027,100.0,1.3,92.4,256.2936,0.2816882,2.75,3.559,2.148,3.488,4.0,2.0,1.75,2.0,3.25,3.0,1.224,2.382,1.0,1.0,1.44,1.454,1.173,1.326,1.0,1.007,3.0,1.375,1.0,2.041,2.406,1.495,2.542,1.638,1.739,4.288330156,11.13277859,0.0,100.0,8.892707323,4.224856574,92.4,-17.4,207998568865.789
Kazakhstan,KAZ,2013,17556502.0,6.503130718,57.046,42.954,100.0,1.2,92.8,275.2521,0.2706543,3.1,3.58,2.158,3.488,4.0,2.0,1.75,2.0,3.25,3.0,1.231,2.135,1.0,1.0,1.526,1.351,1.172,1.274,1.0,1.007,2.0,1.25,1.0,1.973,2.42,1.301,2.562,1.426,1.728,4.50354557,9.240723501,0.0,100.0,7.347024027,3.974206368,92.8,11.19999999,236634603409.089
Kazakhstan,KAZ,2014,17816285.0,6.599357336,57.118,42.882,100.0,1.3,93.0,228.4569,0.2701586,3.4,3.329,2.163,3.291,4.0,3.0,1.75,2.0,3.25,3.0,1.318,1.878,1.0,1.0,1.464,1.346,1.011,1.223,1.0,1.004,2.0,1.125,1.0,2.01,2.504,1.269,2.526,1.615,1.703,4.329552462,8.762615305,0.0,100.0,7.131195436,3.545253768,93.0,1.300000014,221415613595.469
Kazakhstan,KAZ,2015,18084169.0,6.698584658,57.191,42.809,100.0,1.7,93.2,201.3691,0.26803666,2.95,3.095,2.146,3.291,4.0,3.0,1.75,2.0,3.0,3.0,1.345,1.618,1.0,1.0,1.435,1.333,1.022,1.183,1.0,1.004,2.0,1.0,1.0,1.955,2.424,1.253,2.413,1.604,1.695,4.710547419,4.389106907,0.0,100.0,3.567419869,3.838744679,93.2,3.499999994,184388404706.042
Kazakhstan,KAZ,2016,18363600.0,6.802089121,57.264,42.736,100.0,2.1,93.4,211.5262,0.27225325,2.65,2.768,2.173,2.754,4.0,3.0,1.75,2.0,3.5,3.0,1.635,1.416,1.0,1.0,1.44,1.328,1.013,1.187,1.0,1.004,2.0,1.0,1.0,1.936,2.391,1.252,2.35,1.604,1.729,4.556004271,5.528777212,0.0,100.0,3.726082424,5.86258302,93.4,5.400000004,137278320084.171
Kazakhstan,KAZ,2017,18651931.0,6.908890247,57.336,42.664,100.0,2.0,93.4,224.3208,0.27450275,2.6,2.679,2.202,2.754,4.0,3.0,1.75,2.0,3.375,2.5,1.768,2.172,1.0,1.0,1.397,1.323,1.009,1.193,1.0,1.004,2.0,1.0,1.0,1.92,2.367,1.249,2.309,1.604,1.74,4.51698454,7.495286384,0.0,100.0,5.541406152,5.400985901,93.4,3.199999999,166805788827.233
Kazakhstan,KAZ,2018,18932727.0,7.012900322,57.428,42.572,100.0,1.9,93.4,225.9918,0.27792874,2.45,2.661,2.184,2.524,4.0,3.0,1.75,2.0,3.25,3.0,1.845,1.913,1.0,1.0,1.363,1.318,1.078,1.2,1.0,1.004,2.0,1.0,1.0,1.919,2.364,1.252,2.3,1.604,1.753,4.395858103,11.42685411,0.0,100.0,9.027318579,5.395591916,93.4,3.800000002,179339977690.485
Kazakhstan,KAZ,2019,19209555.0,7.115440605,57.54,42.46,100.0,1.9,93.4,214.6891,0.27968282,2.7,2.726,2.165,2.524,4.0,3.0,1.5,2.0,3.25,2.5,1.929,1.673,1.0,1.0,1.402,1.313,1.145,1.208,1.0,1.004,2.0,1.0,1.0,1.896,2.32,1.26,2.233,1.604,1.777,4.466335958,9.730246732,0.0,100.0,7.875865302,5.440880933,93.4,-0.100000002,181667184854.501
